key,fare_amount
2009-05-10 07:03:04.0000001,6.9
2010-10-16 20:14:18.0000001,6.9
2009-10-31 23:06:00.00000080,7.7
2010-03-23 09:20:12.0000003,6.5
2014-01-22 05:37:00.00000022,5.0
2010-08-30 21:10:00.000000160,6.9
2011-09-27 22:27:00.000000153,8.5
2013-03-01 09:48:32.0000001,7.0
2013-06-03 22:24:06.0000004,11.0
2010-02-14 03:32:00.00000057,18.1
2011-10-07 21:17:00.000000105,6.1
2010-01-05 13:08:00.00000028,11.7
2010-07-14 16:29:38.0000001,18.9
2012-09-26 15:45:00.00000085,48.5
2012-10-08 06:15:57.0000001,64.5
2013-09-01 23:16:25.0000001,4.5
2014-04-01 20:07:43.0000001,17.5
2009-01-14 21:57:00.000000242,5.7
2010-01-17 22:07:00.000000165,4.1
2014-02-25 18:19:00.000000154,14.0
2011-08-26 11:54:00.000000138,4.1
2011-08-17 16:25:00.000000123,9.7
2012-04-22 11:00:00.000000146,5.3
2014-08-27 10:25:53.0000001,19.5
2015-05-23 19:02:48.0000003,5.5
2009-05-20 19:31:00.00000095,5.7
2015-02-21 11:08:12.0000002,8.0
2015-05-16 14:38:45.0000001,11.0
2009-01-01 13:58:00.00000067,49.15
2009-06-28 11:27:09.0000007,4.9
2009-08-10 17:54:00.00000098,7.7
2012-02-04 23:34:43.0000004,3.7
2012-06-04 19:47:00.000000203,5.7
2013-08-29 09:42:24.0000003,7.0
2013-03-03 01:49:00.000000117,7.0
2014-09-20 01:10:00.00000046,4.0
2009-05-30 17:38:00.000000195,6.1
2012-06-19 12:35:18.0000001,10.9
2013-05-17 12:04:57.0000001,9.0
2014-04-09 16:59:05.0000002,14.5
2013-10-16 23:10:58.0000004,57.33
2010-07-20 21:59:23.0000003,21.3
2011-10-10 19:21:00.000000192,4.9
2009-07-16 13:21:08.0000001,4.5
2009-08-01 23:55:00.00000077,12.5
2013-07-31 18:30:00.00000073,11.0
2009-10-12 16:17:00.00000065,4.9
2012-11-14 09:42:19.0000002,8.0
2014-12-30 09:25:00.000000115,9.0
2015-02-05 14:12:42.00000011,10.0
2011-04-08 01:22:00.00000081,8.5
2011-08-08 14:03:00.00000066,4.5
2013-09-22 04:18:24.0000001,10.0
2010-03-25 23:57:00.00000050,6.1
2010-11-10 12:01:53.0000004,15.3
2012-03-08 09:05:00.00000036,5.3
2012-05-19 20:19:46.0000004,3.7
2012-07-11 16:07:56.0000002,49.8
2009-01-30 11:25:00.00000094,6.9
2011-08-14 19:10:01.0000002,7.7
2012-10-14 00:30:00.000000162,10.0
2015-04-04 06:17:20.0000002,5.5
2010-09-02 11:01:00.00000041,6.1
2011-12-02 19:32:00.000000186,5.7
2012-07-21 21:19:52.0000001,4.9
2013-04-24 10:36:59.0000001,27.0
2015-02-17 21:49:03.0000006,7.0
2013-01-28 20:17:51.0000003,32.5
2013-03-08 17:45:56.0000004,9.5
2013-03-17 05:04:00.00000041,14.0
2013-11-01 09:53:00.000000171,4.0
2010-11-01 15:12:53.0000001,20.1
2011-05-18 20:59:00.00000072,6.5
2012-04-30 15:40:00.00000064,5.7
2013-11-20 19:32:10.0000001,8.5
2011-08-18 13:24:04.0000002,4.1
2012-11-22 10:01:00.00000053,19.5
2014-01-04 21:34:13.0000001,6.0
2014-06-02 21:55:00.000000192,10.5
2009-07-23 16:38:44.0000003,7.3
2010-08-22 14:14:00.00000072,35.07
2011-03-21 03:45:00.00000028,23.3
2011-10-12 13:48:50.0000001,8.5
2014-01-21 07:35:34.0000003,10.5
2009-03-16 14:46:00.000000114,27.85
2014-02-11 20:30:00.000000226,11.5
2009-10-12 15:32:00.00000024,45.0
2010-04-23 20:58:45.0000005,6.9
2011-03-19 20:53:00.00000056,6.9
2011-09-07 11:22:00.00000070,5.3
2012-08-30 02:28:20.0000002,6.1
2015-06-25 21:21:48.0000004,44.5
2011-01-05 09:15:36.0000002,6.9
2013-03-08 15:23:16.0000002,14.5
2009-06-29 00:37:23.0000002,18.5
2014-10-19 10:07:00.0000005,6.0
2011-10-01 20:50:09.0000002,6.5
2013-09-11 07:23:00.00000019,57.33
2013-11-06 13:55:30.0000003,8.5
2013-12-29 18:13:00.00000050,14.5
2011-04-05 13:04:00.00000036,4.9
2012-05-26 16:39:00.00000097,8.5
2013-08-16 12:51:51.0000001,5.0
2012-02-23 22:02:00.000000182,4.5
2012-03-11 21:07:00.000000106,16.9
2013-04-15 13:34:14.0000005,7.5
2014-01-15 18:01:13.0000003,8.0
2012-10-09 08:29:00.00000066,8.0
2013-05-14 23:13:47.0000001,7.5
2010-01-27 18:33:00.000000105,6.5
2013-11-19 22:09:00.00000062,3.0
2013-12-14 12:33:00.00000077,10.5
2012-09-14 00:02:18.0000003,10.0
2013-04-26 14:42:00.000000142,7.5
2013-10-18 12:31:00.00000018,6.0
2009-04-09 10:15:00.000000116,6.1
2012-08-09 13:01:00.00000032,45.0
2009-10-08 18:39:54.0000007,7.3
2010-08-01 13:27:02.0000003,8.9
2011-05-25 19:02:33.0000001,5.3
2011-07-17 02:08:00.0000009,6.1
2012-10-24 23:23:00.000000147,6.5
2010-11-02 08:13:00.00000054,10.5
2012-01-29 20:51:00.000000112,20.9
2012-07-20 08:38:33.0000002,5.7
2013-10-23 19:35:00.000000232,11.0
2015-03-30 07:05:27.0000007,6.5
2009-07-28 12:31:07.0000004,4.9
2009-11-14 13:45:00.000000202,6.5
2010-05-08 17:31:18.0000003,6.9
2011-10-13 08:43:00.00000037,10.5
2013-04-05 07:40:01.0000004,5.5
2011-10-27 15:18:00.000000100,6.5
2011-12-21 11:42:00.00000081,9.3
2010-01-08 08:47:45.0000001,9.3
2013-08-09 17:04:00.00000065,10.5
2009-02-13 13:53:35.0000003,10.5
2009-12-04 15:21:25.0000001,6.5
2011-11-20 18:05:48.0000002,16.1
2012-04-14 13:25:00.00000099,8.1
2013-03-02 16:28:00.0000003,5.0
2011-09-20 21:31:49.0000006,6.1
2012-03-29 22:23:00.000000154,7.7
2012-04-04 13:22:14.0000006,7.7
2010-10-28 22:43:45.0000003,5.3
2012-01-16 17:17:00.000000118,6.1
2012-02-13 18:56:00.000000139,8.1
2012-04-29 10:32:47.0000001,3.7
2012-11-15 16:17:00.00000033,4.0
2009-03-15 01:01:49.0000001,6.6
2012-01-18 08:50:00.000000156,8.5
2014-10-25 03:58:00.00000061,2.5
2009-05-03 08:29:45.0000001,10.1
2014-08-10 08:44:00.00000032,34.0
2015-01-12 13:15:33.0000001,5.5
2014-06-22 01:11:00.000000192,6.0
2009-03-05 16:33:56.0000002,6.3
2013-04-20 10:43:30.0000004,5.5
2013-10-03 02:11:00.00000026,22.0
2015-05-24 05:03:29.0000003,13.0
2013-10-02 18:28:56.0000001,10.0
2013-11-19 23:58:00.00000019,5.5
2010-03-27 18:32:36.0000002,7.7
2011-01-16 16:47:49.0000002,13.3
2011-06-06 20:26:18.0000005,22.9
2011-11-13 10:56:25.0000001,4.9
2014-09-11 08:10:51.0000003,6.5
2011-07-01 08:24:00.00000057,10.5
2010-03-28 11:48:05.0000002,10.9
2011-09-18 09:14:00.00000043,4.5
2014-08-02 20:21:00.00000087,11.5
2012-08-27 22:38:00.000000100,6.9
2015-02-27 19:19:06.0000001,9.0
2009-06-25 19:11:00.00000060,8.9
2012-12-30 03:08:16.0000001,16.5
2013-08-20 16:34:00.00000029,13.5
2014-09-24 13:12:02.0000007,17.0
2012-09-23 17:22:19.0000003,6.0
2010-12-07 15:58:00.000000125,4.9
2011-08-07 15:07:34.0000001,25.7
2012-05-24 08:24:00.00000032,4.9
2013-01-02 19:06:37.0000004,10.5
2013-03-16 01:06:23.0000004,6.5
2015-03-22 17:54:39.0000004,20.0
2012-01-01 08:48:03.0000002,26.9
2010-04-20 19:19:06.0000001,8.9
2012-10-09 21:31:00.000000261,9.0
2010-11-18 23:31:20.0000006,19.3
2013-05-04 04:00:00.00000023,7.5
2014-05-28 15:52:00.00000034,9.0
2014-11-25 19:48:13.0000002,4.5
2014-12-18 19:38:14.0000003,9.5
2009-12-17 10:54:00.00000038,4.9
2010-02-13 22:24:00.000000160,12.9
2013-04-22 03:40:00.00000021,8.0
2015-05-11 17:07:03.0000002,5.5
2013-06-01 00:18:00.00000013,5.0
2013-08-09 10:40:00.00000089,34.5
2014-03-16 14:19:00.00000050,5.5
2010-09-03 06:32:00.00000018,4.5
2012-03-17 20:24:00.00000092,15.3
2012-07-28 21:20:00.000000211,12.5
2011-11-28 10:54:00.000000126,5.7
2013-03-04 19:48:33.0000003,10.5
2010-09-08 11:38:00.00000052,10.1
2013-08-24 14:28:00.000000135,9.0
2014-07-18 03:07:47.0000003,3.5
2014-09-19 22:02:00.000000229,17.5
2009-08-01 02:25:00.00000069,6.9
2012-09-13 14:31:00.000000218,19.5
2009-03-16 17:07:29.0000003,8.7
2009-05-08 17:00:00.0000006,3.7
2010-03-18 15:38:00.000000106,7.3
2011-05-25 12:15:56.0000003,12.1
2012-03-17 18:52:39.0000004,4.9
2012-04-25 17:37:00.000000144,5.7
2013-03-21 23:48:04.0000001,20.0
2013-08-12 22:27:56.0000001,10.0
2012-01-04 19:28:50.0000003,7.7
2014-09-29 09:44:05.0000005,11.5
2009-07-01 19:52:00.000000255,5.7
2009-11-26 16:49:00.00000088,6.9
2011-02-01 19:45:25.0000001,7.3
2011-02-07 08:56:59.0000006,16.5
2012-02-22 12:09:00.00000083,5.3
2012-12-25 16:41:37.0000001,6.0
2013-04-13 15:20:00.00000096,7.0
2014-12-26 20:00:39.0000003,11.5
2009-12-24 15:48:00.00000027,7.3
2011-04-12 23:37:00.000000103,8.5
2009-02-09 07:10:36.0000002,10.9
2009-05-16 19:18:41.0000003,2.5
2009-08-09 22:22:00.00000074,6.1
2014-08-04 16:56:00.00000038,7.0
2013-12-18 01:02:00.00000080,3.0
2015-02-19 01:00:58.0000005,25.5
2009-01-26 16:55:00.0000007,6.5
2011-04-28 20:13:16.0000002,8.9
2013-04-05 20:52:22.0000002,10.0
2015-06-02 06:46:27.0000001,5.5
2012-08-14 17:08:00.00000056,21.7
2012-09-17 23:53:07.0000002,18.5
2014-04-17 19:18:00.000000179,19.5
2014-09-09 14:37:00.000000103,6.0
2009-05-05 18:36:39.00000012,4.1
2011-09-17 15:17:44.0000004,3.7
2011-11-09 21:08:00.000000103,8.1
2013-05-28 14:28:00.000000117,17.0
2013-02-13 20:18:41.0000004,5.0
2014-02-06 19:01:00.000000248,6.0
2009-06-04 09:45:00.00000091,6.1
2012-01-28 13:19:00.000000179,8.9
2010-03-19 00:33:08.0000003,9.3
2012-09-08 14:46:54.0000003,19.5
2012-12-15 00:16:54.0000006,17.0
2013-03-01 22:31:00.000000251,14.5
2013-06-27 15:24:00.000000157,34.83
2009-08-24 19:16:20.00000010,8.9
2009-09-17 11:42:00.00000046,8.5
2009-10-07 04:28:46.0000002,8.1
2009-12-04 22:12:00.000000152,8.5
2010-03-24 20:36:00.000000126,12.1
2013-06-29 09:14:08.0000002,10.5
2014-02-22 08:47:00.00000062,7.5
2009-03-29 08:04:00.0000006,10.5
2010-06-14 14:59:00.0000007,8.1
2012-01-14 14:31:37.0000002,8.1
2014-02-27 19:48:49.0000007,11.5
2015-02-02 20:25:01.0000005,6.0
2011-06-28 13:59:02.0000008,26.1
2011-11-07 20:54:31.0000001,8.9
2011-11-08 17:47:45.0000007,11.3
2012-06-08 15:23:32.0000001,7.7
2009-08-18 17:10:59.0000002,27.47
2010-02-28 16:56:00.000000168,4.5
2010-10-24 11:38:00.00000049,4.9
2012-09-16 15:50:00.00000072,56.8
2012-01-03 21:59:00.000000155,3.7
2014-08-01 06:13:35.0000001,7.5
2009-12-19 01:36:35.0000003,9.7
2011-06-22 09:42:00.000000217,4.5
2011-11-19 20:36:00.00000096,8.1
2012-01-14 02:06:00.000000160,16.5
2013-11-26 22:21:37.0000002,6.5
2009-08-05 20:19:00.00000059,6.5
2009-12-17 23:31:00.000000119,6.1
2011-05-25 19:11:00.000000175,12.9
2014-06-04 17:24:00.000000114,28.0
2009-02-14 07:08:44.0000002,6.5
2011-08-09 07:38:00.000000188,9.7
2012-08-12 14:51:11.0000003,49.8
2012-09-13 06:54:00.00000044,12.0
2014-02-02 18:04:00.00000098,57.33
2010-02-25 13:42:00.00000097,10.5
2010-09-06 07:39:00.00000039,4.9
2010-09-10 10:16:00.000000135,6.9
2010-12-30 08:53:26.0000001,7.7
2012-11-01 10:57:00.00000010,10.5
2012-03-06 14:48:26.0000001,10.1
2012-09-29 13:57:09.0000001,5.0
2012-11-13 22:20:00.00000066,9.0
2014-06-01 15:25:00.00000079,19.5
2009-07-13 06:17:00.00000038,4.5
2010-03-24 04:04:00.0000003,3.7
2011-09-24 21:23:10.0000003,8.9
2011-12-29 14:32:40.0000003,8.5
2014-06-19 16:26:30.0000004,11.0
2009-07-12 00:21:00.00000089,8.1
2009-08-29 18:40:22.0000002,4.9
2010-07-26 21:24:44.0000002,5.7
2011-02-24 12:15:00.0000005,8.5
2012-09-21 11:28:00.000000159,15.5
2013-04-10 17:35:00.000000248,4.0
2013-10-22 07:05:00.00000032,4.0
2014-01-20 09:55:00.000000116,67.49
2014-07-16 15:13:55.0000002,21.5
2009-02-20 13:44:21.0000003,8.5
2011-01-04 11:30:00.00000047,7.7
2011-01-29 21:24:45.0000005,12.9
2012-05-14 18:11:38.0000003,6.5
2012-11-28 23:47:00.00000082,13.5
2009-11-04 13:15:00.00000070,4.1
2011-04-28 09:41:00.00000044,4.5
2011-06-17 18:26:47.0000006,6.1
2013-08-16 00:18:00.00000056,13.0
2014-06-11 02:08:00.00000014,15.0
2015-02-28 19:05:16.0000001,7.0
2015-03-08 07:03:27.0000002,9.0
2009-04-24 20:20:06.0000005,5.3
2009-05-12 18:25:00.000000109,4.5
2011-06-20 01:07:00.0000004,8.5
2011-09-14 15:03:42.0000004,7.7
2013-01-09 21:13:00.000000207,10.5
2011-12-14 12:03:00.00000033,8.9
2010-06-05 14:49:19.0000003,6.9
2010-06-16 09:47:28.0000004,12.9
2013-04-27 08:02:00.00000031,12.5
2015-01-06 09:46:42.0000006,7.5
2015-05-12 03:53:33.0000002,22.5
2010-01-15 21:27:28.0000002,8.9
2012-03-22 15:31:00.0000007,5.3
2009-04-12 11:38:23.0000001,8.9
2010-02-24 14:08:07.0000002,4.1
2011-11-26 01:03:36.0000001,7.7
2012-11-19 13:59:30.0000001,3.0
2014-06-19 03:10:00.00000014,7.0
2009-05-22 15:36:00.000000179,12.1
2009-07-06 22:10:45.0000003,3.7
2013-03-12 18:52:00.00000077,14.5
2014-09-05 18:02:50.0000002,6.0
2010-07-09 06:47:00.00000057,4.1
2011-10-05 07:44:09.0000003,4.1
2011-10-14 09:37:00.000000225,11.7
2014-03-22 10:30:47.0000002,10.5
2009-03-18 09:06:00.00000039,10.1
2011-03-19 22:28:47.0000007,6.1
2014-01-26 21:22:57.0000001,30.33
2014-03-12 06:26:00.00000026,14.0
2014-05-04 23:58:03.0000002,10.5
2012-10-31 22:32:00.000000102,29.0
2014-07-05 23:57:00.00000058,5.5
2015-04-07 04:36:16.0000001,10.0
2009-10-22 18:57:00.000000103,6.1
2009-11-17 17:24:51.0000001,3.7
2011-03-30 08:37:00.000000110,8.5
2011-09-14 18:40:00.000000185,8.9
2012-11-07 15:24:00.0000005,19.5
2012-11-07 15:24:00.00000025,43.5
2009-09-16 19:50:03.0000005,7.7
2010-05-19 07:27:00.000000162,2.5
2011-11-28 15:42:29.0000002,10.9
2013-02-05 21:10:09.0000008,12.5
2013-10-31 16:53:00.000000105,57.33
2014-10-09 16:54:37.0000001,6.5
2009-06-29 00:52:59.0000001,6.9
2011-04-08 10:39:00.00000056,6.9
2009-01-11 03:08:00.00000060,11.7
2012-01-14 02:40:00.000000122,18.5
2009-03-10 19:54:47.0000001,12.7
2009-05-27 18:43:00.000000188,10.9
2010-08-15 18:20:00.00000060,12.9
2012-02-07 19:23:00.000000223,6.5
2015-03-07 21:50:14.0000002,7.5
2011-11-17 20:33:29.0000003,5.7
2014-10-12 03:34:57.0000004,18.0
2010-03-10 07:46:00.0000001,6.1
2010-09-11 03:06:40.0000001,8.5
2012-07-24 19:31:22.0000007,4.9
2011-03-10 07:16:50.0000001,8.5
2015-06-12 18:53:08.0000007,6.0
2009-03-30 23:14:00.00000077,15.7
2011-04-13 18:51:59.0000003,4.1
2012-12-09 00:47:53.0000002,7.0
2013-08-08 22:30:16.0000007,8.5
2014-10-10 10:12:26.0000007,12.5
2009-05-23 22:40:52.0000002,3.7
2010-03-08 12:37:34.0000001,11.3
2011-09-29 22:22:00.00000089,33.3
2015-02-10 20:39:26.0000005,8.0
2009-05-09 23:10:00.000000130,9.3
2011-07-07 14:14:13.0000003,12.5
2009-04-17 10:51:48.0000003,26.5
2010-07-06 20:48:00.00000048,5.3
2012-06-22 23:24:16.0000002,8.1
2014-06-03 22:57:00.00000073,8.0
2009-10-12 12:13:16.0000003,5.3
2010-01-16 21:01:19.0000004,6.5
2012-06-06 14:31:00.000000187,6.1
2013-04-26 15:30:00.00000050,5.0
2009-08-29 13:34:13.0000002,8.1
2010-10-06 17:32:00.00000062,5.7
2009-11-20 21:27:00.00000065,6.9
2010-06-30 00:15:00.00000080,16.1
2011-11-17 20:53:02.0000006,14.9
2012-06-27 14:46:16.0000001,12.5
2013-06-05 00:15:00.000000145,12.0
2010-02-28 19:41:00.000000110,6.9
2011-10-24 16:29:00.00000044,4.9
2013-01-26 02:35:00.000000101,30.5
2014-11-16 19:27:00.00000049,10.5
2010-10-28 16:43:58.0000001,16.9
2011-02-19 20:46:00.000000198,8.9
2013-04-07 01:01:00.000000188,7.0
2009-06-27 02:52:00.000000159,8.1
2012-01-23 23:48:00.00000028,18.1
2014-04-23 09:02:14.0000001,7.5
2011-08-16 21:54:00.000000138,18.5
2013-10-09 08:05:59.0000003,10.0
2013-10-22 16:32:00.00000029,14.5
2009-07-27 21:58:03.0000003,8.9
2012-02-22 11:17:55.0000001,9.7
2013-07-05 19:23:47.0000002,14.0
2014-06-24 00:56:03.0000001,7.0
2015-05-22 18:04:27.0000006,4.5
2010-09-08 14:28:00.000000182,12.5
2011-10-09 21:08:14.0000003,12.5
2012-02-17 08:42:00.000000225,6.5
2014-10-29 23:53:37.0000002,7.0
2011-05-15 17:22:00.000000101,6.9
2014-02-08 03:04:00.0000004,4.0
2009-11-24 21:31:47.0000001,17.7
2012-12-30 20:26:00.00000056,5.5
2009-05-26 15:29:00.00000015,42.1
2010-07-09 17:21:00.000000148,6.1
2011-02-25 15:30:29.0000001,10.5
2013-02-03 22:28:18.0000002,19.0
2009-05-19 09:54:00.000000107,30.25
2012-04-22 01:34:00.00000030,27.3
2013-03-07 22:54:05.0000002,12.0
2010-02-17 16:36:00.000000137,6.5
2012-04-16 04:49:00.0000003,7.7
2013-02-22 08:23:01.0000005,24.5
2013-05-15 21:45:32.0000003,4.5
2010-02-19 18:21:08.0000002,10.1
2010-08-01 11:14:22.0000002,6.5
2011-10-27 06:30:46.0000001,8.9
2014-02-26 12:17:00.000000140,15.0
2015-02-15 17:15:09.0000003,2.5
2012-04-30 15:12:00.000000128,7.7
2015-06-07 10:56:21.0000001,5.0
2015-06-10 18:26:50.0000004,7.0
2009-11-02 22:23:00.000000152,5.3
2012-05-23 17:22:19.0000001,13.3
2012-07-16 11:42:24.0000003,9.3
2015-06-26 20:57:59.0000004,8.0
2009-08-08 18:36:51.0000003,8.1
2010-01-07 22:26:00.00000023,10.9
2012-11-10 14:49:00.000000125,6.0
2013-11-29 21:36:00.00000035,9.0
2009-09-27 18:05:00.000000140,14.1
2012-04-07 00:09:00.000000204,6.1
2015-05-15 05:47:30.0000001,5.5
2010-05-21 23:20:55.0000003,12.9
2011-02-02 21:28:00.000000106,6.1
2014-05-23 14:39:56.0000003,21.5
2014-06-15 12:33:00.000000129,7.5
2014-07-11 23:49:00.0000006,13.5
2014-09-12 23:46:00.00000010,7.0
2015-05-25 23:04:01.0000002,8.5
2009-09-27 00:30:44.0000005,11.7
2012-09-29 15:37:16.0000001,12.0
2013-06-28 08:15:10.0000001,13.5
2015-03-21 12:35:51.0000003,9.5
2015-06-15 10:13:37.0000001,7.0
2009-02-11 14:07:00.00000024,12.1
2010-10-24 02:44:00.00000071,5.3
2010-11-23 07:16:05.0000001,6.1
2012-06-25 14:56:27.0000003,10.5
2009-02-03 22:15:00.000000171,8.1
2010-01-29 22:46:00.000000103,4.1
2014-02-18 20:31:25.0000001,14.0
2009-12-08 18:16:23.0000008,18.5
2011-11-05 17:05:00.00000081,10.9
2009-11-08 12:16:56.0000004,4.9
2009-04-10 01:05:50.0000003,7.8
2009-05-15 14:05:50.0000004,18.5
2009-07-27 22:27:33.0000005,4.9
2012-06-25 07:05:00.00000065,14.1
2013-09-15 22:47:00.00000029,9.0
2011-02-12 12:12:20.0000002,7.3
2014-04-02 15:04:03.0000003,19.0
2014-07-05 18:29:00.00000061,14.0
2014-07-21 15:06:00.00000050,23.0
2010-11-22 11:13:00.00000013,11.7
2011-10-08 08:57:00.00000038,4.1
2012-09-16 18:23:44.0000003,5.5
2012-12-19 23:26:00.000000251,65.8
2013-05-19 14:26:30.0000004,19.5
2015-02-09 00:13:47.0000001,8.5
2009-06-15 07:23:56.0000001,7.7
2011-06-02 00:54:00.00000068,15.3
2013-12-25 15:54:00.00000024,8.5
2009-07-06 11:42:57.0000002,7.3
2009-09-25 13:51:42.0000001,4.9
2014-05-20 23:13:28.0000005,17.5
2014-11-27 15:07:00.00000084,7.0
2009-08-10 18:51:00.00000022,6.5
2011-05-23 22:17:00.00000073,10.5
2013-04-01 12:15:38.0000003,6.5
2013-09-27 06:55:00.00000041,10.5
2015-04-27 19:10:54.0000003,30.54
2009-01-20 19:59:02.0000003,14.3
2010-01-02 22:47:44.0000002,5.3
2011-10-26 12:41:03.0000004,4.1
2013-11-20 00:18:00.00000030,8.5
2015-04-09 07:42:42.0000006,16.0
2011-04-13 12:07:55.0000003,4.1
2012-04-14 23:00:14.0000005,11.7
2013-03-21 18:21:00.000000146,11.5
2010-07-22 09:43:21.0000005,16.5
2011-11-15 21:03:06.0000002,10.9
2013-02-03 02:15:00.00000027,9.5
2011-09-17 14:40:10.0000001,49.8
2012-08-09 23:27:22.0000003,25.7
2012-11-09 18:44:00.00000087,15.0
2009-01-02 12:18:32.0000002,11.7
2009-04-21 09:07:00.000000214,3.3
2012-03-20 11:50:00.000000183,12.9
2011-04-08 20:48:00.000000229,49.8
2011-06-27 15:21:27.0000005,10.1
2012-03-21 13:01:42.0000002,4.9
2013-11-16 12:54:00.00000045,4.5
2014-11-10 07:43:48.0000003,27.0
2010-08-19 17:14:41.0000003,11.3
2010-12-22 22:16:00.00000055,9.7
2012-06-12 00:03:20.0000002,10.1
2013-03-05 08:07:00.0000008,11.5
2013-07-11 12:48:00.00000056,11.5
2013-11-13 18:23:00.000000208,6.0
2014-05-17 09:52:00.000000169,9.0
2009-07-05 14:59:46.0000002,11.7
2012-02-16 07:44:43.0000003,8.1
2012-11-23 13:46:00.000000153,56.8
2013-03-16 05:18:00.00000023,4.5
2015-05-22 11:24:31.0000003,15.0
2009-11-22 16:36:24.0000001,9.3
2011-01-06 22:36:32.0000002,4.1
2009-01-22 14:57:00.00000050,4.9
2010-10-10 12:22:00.00000020,8.5
2012-11-09 11:18:00.000000160,12.0
2013-12-08 23:39:00.00000023,8.0
2012-04-16 16:56:32.0000001,14.5
2012-06-15 19:51:00.00000082,24.5
2013-04-27 11:47:00.000000149,5.5
2010-03-03 17:44:17.0000002,11.7
2011-09-12 00:55:50.0000001,14.5
2013-08-23 07:52:38.0000004,21.5
2009-06-06 18:47:09.0000001,6.1
2010-03-22 22:30:47.0000003,3.3
2013-06-30 02:10:14.0000001,29.5
2014-09-02 21:02:00.000000154,6.0
2015-06-10 13:20:44.0000004,10.5
2012-01-05 08:08:08.0000003,13.3
2010-06-16 22:42:18.0000004,10.5
2011-08-26 21:47:00.00000048,10.1
2013-02-11 07:27:00.000000109,40.8
2009-03-28 22:37:00.000000244,8.1
2009-07-01 21:45:00.000000122,12.1
2013-06-19 21:24:48.0000001,15.0
2011-08-09 09:34:04.0000004,4.5
2012-08-18 16:34:00.00000045,7.3
2014-09-29 19:33:00.00000082,12.5
2014-09-30 12:26:00.000000109,21.5
2010-10-26 12:57:11.0000001,7.7
2014-11-26 21:41:32.0000001,9.5
2009-01-06 08:56:00.000000139,12.5
2009-02-07 21:51:00.00000017,22.5
2011-09-09 03:19:00.0000001,4.9
2013-06-16 20:01:53.0000001,10.0
2009-07-31 19:17:00.000000199,5.3
2011-11-04 17:34:06.0000001,7.7
2014-05-01 21:14:00.00000068,6.0
2009-04-15 12:48:00.000000146,35.85
2010-02-02 09:20:39.0000001,7.3
2011-01-25 18:35:00.00000061,30.1
2010-03-12 21:23:48.0000004,4.5
2009-01-25 00:05:00.00000015,9.7
2009-06-27 23:43:11.0000001,4.9
2010-11-06 01:02:00.00000088,10.1
2013-05-22 07:26:19.0000002,7.0
2013-11-17 00:28:58.0000002,15.5
2014-07-20 04:12:45.0000002,24.5
2011-12-29 14:52:00.00000075,12.1
2010-01-10 00:38:59.0000005,19.3
2013-02-06 07:28:00.00000022,5.0
2009-05-08 14:03:03.0000003,6.9
2009-07-03 23:11:52.0000002,7.3
2010-07-03 21:16:00.00000076,7.3
2013-09-28 02:36:17.0000005,12.5
2010-10-29 15:38:00.00000077,8.5
2011-02-08 22:41:18.0000001,9.3
2011-11-07 10:05:00.00000048,45.0
2013-01-28 18:14:15.0000002,9.0
2014-02-10 10:13:18.0000001,8.0
2014-08-11 15:41:05.0000007,12.5
2010-05-03 18:59:00.00000092,8.9
2010-06-24 22:55:00.000000157,5.7
2011-04-25 13:39:00.00000080,8.9
2011-02-04 21:55:20.0000004,8.5
2011-04-01 23:13:44.0000001,10.9
2011-11-24 00:06:50.0000002,10.5
2012-07-22 04:09:58.0000002,5.7
2014-04-25 00:32:00.00000048,5.0
2010-03-17 06:59:00.00000043,4.5
2010-09-17 14:58:00.00000040,4.1
2012-10-04 14:26:00.000000119,19.0
2013-08-23 20:53:00.000000159,12.5
2013-09-10 20:51:00.00000099,19.5
2010-10-24 03:58:00.000000101,6.5
2012-03-10 10:26:00.000000107,4.1
2012-06-20 17:57:00.000000147,12.9
2014-03-06 14:54:05.0000001,13.0
2009-01-16 21:05:45.0000004,6.5
2010-05-07 08:09:00.000000108,7.7
2010-07-08 18:10:21.0000003,7.3
2011-04-12 11:22:00.000000117,8.1
2011-12-30 20:58:35.0000003,6.5
2012-07-16 11:38:00.00000080,4.9
2013-02-25 08:51:39.0000003,7.0
2009-03-10 14:18:00.00000022,8.5
2010-01-16 13:24:00.000000172,5.3
2010-12-13 22:20:06.0000006,6.9
2012-07-03 12:21:04.0000004,12.5
2010-04-06 20:56:04.0000004,12.5
2011-02-22 10:17:00.000000117,4.9
2013-04-20 04:08:39.0000002,21.0
2009-02-12 10:56:00.0000004,6.5
2009-05-07 22:43:00.000000136,5.3
2012-09-03 09:19:00.00000069,3.3
2014-08-09 15:04:04.0000003,8.5
2015-06-17 21:26:46.0000003,11.5
2010-02-04 19:57:11.0000001,13.7
2010-03-12 21:18:06.0000001,7.3
2010-04-04 14:23:57.0000004,4.1
2012-02-26 15:55:00.00000049,7.3
2013-03-07 11:54:18.0000003,8.5
2009-01-16 11:26:00.00000037,3.7
2015-05-23 02:06:39.0000006,4.0
2015-06-28 05:59:14.0000001,17.0
2009-06-15 09:11:00.000000188,8.9
2009-07-22 20:53:00.000000102,6.5
2011-03-19 11:51:04.0000006,5.7
2015-06-29 12:51:50.0000004,6.5
2011-02-10 17:23:00.00000089,49.8
2011-09-25 06:06:00.00000032,4.5
2014-08-16 14:03:11.0000003,6.0
